Id,No_REG,event_date,Y,Season,Y-M,cod_mun,Dep,Prov,Mun,Comun,N_comun,p_afect,f_afect,Hec_agr,N_cattle,days,POBLACION,MacroRegID,MacroReg
"262",2002-00264,10/04/2002,"2002",MAM,apr-02,"10702",Chuquisaca,Nor Cinti,San Lucas,Chulpakasa,"1","375","75",0,0,NaN,32520,"2",Valles
"263",2002-00265,10/04/2002,"2002",MAM,apr-02,"10101",Chuquisaca,Oropeza,Sucre,Palca,"1","250","50",0,0,NaN,261201,"2",Valles
"264",2002-00266,10/04/2002,"2002",MAM,apr-02,"10202",Chuquisaca,Azurduy,Tarvita,S.Miguel Marcavi,"1","730","146",0,0,NaN,14261,"2",Valles
"265",2002-00267,10/04/2002,"2002",MAM,apr-02,"10102",Chuquisaca,Oropeza,Yotala,Puente Sucre,"1","205","41",0,0,NaN,9461,"2",Valles
"269",2002-00271,11/04/2002,"2002",MAM,apr-02,"60601",Tarija,Burnet O´Connor,Entre Rios (La Moreta),"A. Buena Cald., Salado Norte, Salado Centro, Tentapiau, Timboy, Medio Cañon, Beretí, Casa de Piedra, Arenal, P. Agua Rica, Yuquimbia, Serere Norte, Lajitas, Cañadas, Taquilos, Serere Limal, Supitin, Acheral, Cahuarina, Suarurito, Tambo, Tacuarendy, Las Hu","26","3760","752",0,0,NaN,21991,"5",Chaco
"284",2002-00286,18/04/2002,"2002",MAM,apr-02,"51101",Potosi,Jose Maria Linares,Puna,"Rodeo Pampa, Qhalapaya y Qheluyu","3","805","161",0,0,NaN,21917,"2",Valles
"285",2002-00287,18/04/2002,"2002",MAM,apr-02,"51101",Potosi,Jose Maria Linares,Puna,Salva Alta,"1","250","50",0,0,NaN,21917,"2",Valles
"294",2002-00296,24/04/2002,"2002",MAM,apr-02,"50103",Potosi,Tomas Frias,Yocalla,Rio Ingenio y Taro,"2","370","74",0,0,NaN,8979,"2",Valles
"305",2002-00307,09/05/2002,"2002",MAM,May-2002,"10103",Chuquisaca,Oropeza,Poroma,K'acha K'acha,"1","205","41",0,0,NaN,17377,"2",Valles
"306",2002-00308,09/05/2002,"2002",MAM,May-2002,"10103",Chuquisaca,Oropeza,Poroma,Collpa K´asa,"1","375","75",0,0,NaN,17377,"2",Valles
"307",2002-00309,09/05/2002,"2002",MAM,May-2002,"10702",Chuquisaca,Nor Cinti,San Lucas,"Malliri, Churqui Churqui y Santa Rosa","3","1395","279",0,0,NaN,32520,"2",Valles
"308",2002-00310,09/05/2002,"2002",MAM,May-2002,"10101",Chuquisaca,Oropeza,Sucre,Kaspi Cancha,"1","135","27",0,0,NaN,261201,"2",Valles
"309",2002-00311,09/05/2002,"2002",MAM,May-2002,"10602",Chuquisaca,Yamparaez,Yamparaez,San Juan,"1","735","147",0,0,NaN,10111,"2",Valles
"371",2002-00373,01/10/2002,"2002",SON,Oct-2002,"70901",Santa Cruz,Florida,Samaipata,"La Piedra, Monteagudo, Poza Verde, Filadelfia, Rio Quirusillos, Puerto Limon y Bella Victoria","7","2695","539",0,0,NaN,10472,"2",Valles
"382",2002-00383,16/10/2002,"2002",SON,Oct-2002,"70701",Santa Cruz,Cordillera,Lagunillas,"Curupaiti, Curuyuki, Aguasurenda, Mocomocal, Potrerillos, Ipati y Z.Alto Parapeti","7","2480","496",0,0,NaN,5366,"5",Chaco
"384",2002-00385,17/10/2002,"2002",SON,Oct-2002,"70706",Santa Cruz,Cordillera,Camiri,"Yobatindi, Guasigua, Papiparirenda, Rodeo, Puente Viejo, Cañon de Segura, Itananbicua, Guirarapo, Urundaiti, Piedritas, Pipi Sta. Rita, Alto Camiri, Guapoy, Imbochi, Itakise, Yotitindi, Salinas y Yuti","18","3580","716",0,0,NaN,33838,"5",Chaco
